"","primer","sample","reads","Phylum","Class","Order","Family","Genus","genus","Species","amplicon","id","species_name","level_taxon","target","all_reads","reads_unass","assigned_reads","prop_reads_ass","prop_tot_reads"
"719","coi_NS","559_1",197,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","pollachius","short","94","Pollachius pollachius","species","Nephrops",216465,179563,36902,0.00533846403988944,0.000910077841683413
"720","coi_NS","559_1",25,"Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus","lyra","short","94","Callionymus lyra","species","Nephrops",216465,179563,36902,0.000677470055823533,0.000115492111888758
"721","coi_NS","559_1",60,"Chordata","Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus","laterna","short","94","Arnoglossus laterna","species","Nephrops",216465,179563,36902,0.00162592813397648,0.000277181068533019
"722","coi_NS","544_1",6241,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",101469,87880,13589,0.459268526013688,0.0615064699563413
"723","coi_NS","544_1",2354,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",101469,87880,13589,0.173228346456693,0.0231992036976811
"724","coi_NS","544_1",47,"Chordata","Myxini","Myxiniformes","Myxinidae","Myxine","Myxine","glutinosa","short","94","Myxine glutinosa","species","Roundfish",101469,87880,13589,0.00345867981455589,0.000463195655816062
"725","coi_NS","544_1",536,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",101469,87880,13589,0.0394436676723821,0.00528240152164701
"726","coi_NS","544_1",326,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Roundfish",101469,87880,13589,0.0239899919052175,0.00321280391055396
"727","coi_NS","544_1",348,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",101469,87880,13589,0.0256089484141585,0.00342961889838276
"728","coi_NS","544_1",48,"Chordata","Actinopteri","Perciformes","Zoarcidae","Lycodes","Lycodes","vahlii","short","94","Lycodes vahlii","species","Roundfish",101469,87880,13589,0.00353226874678048,0.000473050882535553
"729","coi_NS","544_1",450,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",101469,87880,13589,0.033115019501067,0.00443485202377081
"730","coi_NS","544_1",1649,"Chordata","Chondrichthyes","Squaliformes","Etmopteridae","Etmopterus","Etmopterus","spinax","short","94","Etmopterus spinax","species","Roundfish",101469,87880,13589,0.121348149238355,0.0162512688604401
"731","coi_NS","544_1",4,"Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops","norvegicus","short","94","Nephrops norvegicus","species","Roundfish",101469,87880,13589,0.000294355728898374,3.94209068779627e-05
"732","coi_NS","544_1",287,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Roundfish",101469,87880,13589,0.0211200235484583,0.00282845006849383
"733","coi_NS","544_1",1040,"Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius","merluccius","short","94","Merluccius merluccius","species","Roundfish",101469,87880,13589,0.0765324895135772,0.0102494357882703
"734","coi_NS","544_1",17,"Chordata","Actinopteri","Gadiformes","Gaidropsaridae","Enchelyopus","Enchelyopus","cimbrius","short","94","Enchelyopus cimbrius","species","Roundfish",101469,87880,13589,0.00125101184781809,0.000167538854231342
"735","coi_NS","544_1",30,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",101469,87880,13589,0.0022076679667378,0.00029565680158472
"736","coi_NS","544_1",47,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",101469,87880,13589,0.00345867981455589,0.000463195655816062
"737","coi_NS","544_1",34,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","Amblyraja","radiata","short","94","Amblyraja radiata","species","Roundfish",101469,87880,13589,0.00250202369563618,0.000335077708462683
"738","coi_NS","544_1",37,"Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber","scombrus","short","94","Scomber scombrus","species","Roundfish",101469,87880,13589,0.00272279049230996,0.000364643388621155
"739","coi_NS","544_1",2,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","esmarkii","short","94","Trisopterus esmarkii","species","Roundfish",101469,87880,13589,0.000147177864449187,1.97104534389814e-05
"740","coi_NS","544_1",33,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Roundfish",101469,87880,13589,0.00242843476341158,0.000325222481743192
"741","coi_NS","544_1",42,"Chordata","Actinopteri","Argentiniformes","Argentinidae","Argentina","Argentina","silus","short","94","Argentina silus","species","Roundfish",101469,87880,13589,0.00309073515343292,0.000413919522218609
"742","coi_NS","544_1",15,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus","hippoglossus","short","94","Hippoglossus hippoglossus","species","Roundfish",101469,87880,13589,0.0011038339833689,0.00014782840079236
"743","coi_NS","544_1",2,"Chordata","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus","surmuletus","short","94","Mullus surmuletus","species","Roundfish",101469,87880,13589,0.000147177864449187,1.97104534389814e-05
"744","coi_NS","538_1",1079,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",295005,280038,14967,0.0720919355916349,0.00365756512601481
"745","coi_NS","538_1",971,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",295005,280038,14967,0.0648760606668003,0.00329146963610786
"746","coi_NS","538_1",24,"Chordata","Myxini","Myxiniformes","Myxinidae","Myxine","Myxine","glutinosa","short","94","Myxine glutinosa","species","Roundfish",295005,280038,14967,0.00160352776107436,8.13545533126557e-05
"747","coi_NS","538_1",533,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",295005,280038,14967,0.0356116790271932,0.0018067490381519
"748","coi_NS","538_1",3533,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Roundfish",295005,280038,14967,0.236052649161489,0.0119760682022339
"749","coi_NS","538_1",127,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",295005,280038,14967,0.00848533440235184,0.000430501177946137
"750","coi_NS","538_1",966,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",295005,280038,14967,0.0645419923832431,0.00327452077083439
"751","coi_NS","538_1",6866,"Chordata","Chondrichthyes","Squaliformes","Etmopteridae","Etmopterus","Etmopterus","spinax","short","94","Etmopterus spinax","species","Roundfish",295005,280038,14967,0.458742566980691,0.0232741817935289
"752","coi_NS","538_1",6,"Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops","norvegicus","short","94","Nephrops norvegicus","species","Roundfish",295005,280038,14967,0.000400881940268591,2.03386383281639e-05
"753","coi_NS","538_1",12,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Roundfish",295005,280038,14967,0.000801763880537182,4.06772766563279e-05
"754","coi_NS","538_1",3,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","minutus","short","94","Trisopterus minutus","species","Roundfish",295005,280038,14967,0.000200440970134295,1.0169319164082e-05
"755","coi_NS","538_1",33,"Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius","merluccius","short","94","Merluccius merluccius","species","Roundfish",295005,280038,14967,0.00220485067147725,0.000111862510804902
"756","coi_NS","538_1",5,"Chordata","Actinopteri","Gadiformes","Gaidropsaridae","Enchelyopus","Enchelyopus","cimbrius","short","94","Enchelyopus cimbrius","species","Roundfish",295005,280038,14967,0.000334068283557159,1.69488652734699e-05
"757","coi_NS","538_1",29,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",295005,280038,14967,0.00193759604463152,9.83034185861257e-05
"758","coi_NS","538_1",98,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",295005,280038,14967,0.00654773835772032,0.000332197759360011
"759","coi_NS","538_1",604,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","Amblyraja","radiata","short","94","Amblyraja radiata","species","Roundfish",295005,280038,14967,0.0403554486537048,0.00204742292503517
"760","coi_NS","538_1",49,"Chordata","Actinopteri","Gadiformes","Phycidae","Phycis","Phycis","blennoides","short","94","Phycis blennoides","species","Roundfish",295005,280038,14967,0.00327386917886016,0.000166098879680005
"761","coi_NS","538_1",23,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","esmarkii","short","94","Trisopterus esmarkii","species","Roundfish",295005,280038,14967,0.00153671410436293,7.79647802579617e-05
"762","coi_NS","538_1",4,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Roundfish",295005,280038,14967,0.000267254626845727,1.3559092218776e-05
"763","coi_NS","544_2",1381,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",25097,21793,3304,0.417978208232446,0.0550264971908993
"764","coi_NS","544_2",527,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",25097,21793,3304,0.159503631961259,0.0209985257202056
"765","coi_NS","544_2",19,"Chordata","Myxini","Myxiniformes","Myxinidae","Myxine","Myxine","glutinosa","short","94","Myxine glutinosa","species","Roundfish",25097,21793,3304,0.00575060532687651,0.000757062597123162
"766","coi_NS","544_2",142,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",25097,21793,3304,0.0429782082324455,0.00565804677849942
"767","coi_NS","544_2",72,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Roundfish",25097,21793,3304,0.0217917675544794,0.0028688687890983
"768","coi_NS","544_2",67,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",25097,21793,3304,0.0202784503631961,0.00266964178985536
"769","coi_NS","544_2",11,"Chordata","Actinopteri","Perciformes","Zoarcidae","Lycodes","Lycodes","vahlii","short","94","Lycodes vahlii","species","Roundfish",25097,21793,3304,0.00332929782082324,0.000438299398334462
"770","coi_NS","544_2",118,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",25097,21793,3304,0.0357142857142857,0.00470175718213332
"771","coi_NS","544_2",611,"Chordata","Chondrichthyes","Squaliformes","Etmopteridae","Etmopterus","Etmopterus","spinax","short","94","Etmopterus spinax","species","Roundfish",25097,21793,3304,0.184927360774818,0.024345539307487
"772","coi_NS","544_2",5,"Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops","norvegicus","short","94","Nephrops norvegicus","species","Roundfish",25097,21793,3304,0.00151331719128329,0.000199226999242937
"773","coi_NS","544_2",85,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Roundfish",25097,21793,3304,0.025726392251816,0.00338685898712994
"774","coi_NS","544_2",125,"Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius","merluccius","short","94","Merluccius merluccius","species","Roundfish",25097,21793,3304,0.0378329297820823,0.00498067498107344
"775","coi_NS","544_2",27,"Chordata","Actinopteri","Gadiformes","Gaidropsaridae","Enchelyopus","Enchelyopus","cimbrius","short","94","Enchelyopus cimbrius","species","Roundfish",25097,21793,3304,0.00817191283292978,0.00107582579591186
"776","coi_NS","544_2",10,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",25097,21793,3304,0.00302663438256659,0.000398453998485875
"777","coi_NS","544_2",29,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",25097,21793,3304,0.0087772397094431,0.00115551659560904
"778","coi_NS","544_2",12,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","Amblyraja","radiata","short","94","Amblyraja radiata","species","Roundfish",25097,21793,3304,0.0036319612590799,0.00047814479818305
"779","coi_NS","544_2",16,"Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber","scombrus","short","94","Scomber scombrus","species","Roundfish",25097,21793,3304,0.00484261501210654,0.0006375263975774
"780","coi_NS","544_2",2,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","esmarkii","short","94","Trisopterus esmarkii","species","Roundfish",25097,21793,3304,0.000605326876513317,7.9690799697175e-05
"781","coi_NS","544_2",1,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Roundfish",25097,21793,3304,0.000302663438256659,3.98453998485875e-05
"782","coi_NS","544_2",1,"Chordata","Actinopteri","Perciformes","Triglidae","Eutrigla","Eutrigla","gurnardus","short","94","Eutrigla gurnardus","species","Roundfish",25097,21793,3304,0.000302663438256659,3.98453998485875e-05
"783","coi_NS","544_2",30,"Chordata","Actinopteri","Argentiniformes","Argentinidae","Argentina","Argentina","silus","short","94","Argentina silus","species","Roundfish",25097,21793,3304,0.00907990314769976,0.00119536199545762
"784","coi_NS","544_2",12,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus","hippoglossus","short","94","Hippoglossus hippoglossus","species","Roundfish",25097,21793,3304,0.0036319612590799,0.00047814479818305
"785","coi_NS","544_2",1,"Chordata","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus","surmuletus","short","94","Mullus surmuletus","species","Roundfish",25097,21793,3304,0.000302663438256659,3.98453998485875e-05
"786","coi_NS","575_1",230,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Nephrops",55554,49345,6209,0.0370430020937349,0.00414011592324585
"787","coi_NS","575_1",2667,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Nephrops",55554,49345,6209,0.429537767756483,0.0480073442056378
"788","coi_NS","575_1",2,"Chordata","Myxini","Myxiniformes","Myxinidae","Myxine","Myxine","glutinosa","short","94","Myxine glutinosa","species","Nephrops",55554,49345,6209,0.000322113061684651,3.60010080282248e-05
"789","coi_NS","575_1",923,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",55554,49345,6209,0.148655177967467,0.0166144652050257
"790","coi_NS","575_1",29,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Nephrops",55554,49345,6209,0.00467063939442744,0.000522014616409259
"791","coi_NS","575_1",130,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Nephrops",55554,49345,6209,0.0209373490095023,0.00234006552183461
"792","coi_NS","575_1",1,"Chordata","Actinopteri","Perciformes","Zoarcidae","Lycodes","Lycodes","vahlii","short","94","Lycodes vahlii","species","Nephrops",55554,49345,6209,0.000161056530842326,1.80005040141124e-05
"793","coi_NS","575_1",299,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Nephrops",55554,49345,6209,0.0481559027218554,0.00538215070021961
"794","coi_NS","575_1",653,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","Limanda","limanda","short","94","Limanda limanda","species","Nephrops",55554,49345,6209,0.105169914640039,0.0117543291212154
"795","coi_NS","575_1",1,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja","clavata","short","94","Raja clavata","species","Nephrops",55554,49345,6209,0.000161056530842326,1.80005040141124e-05
"796","coi_NS","575_1",141,"Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops","norvegicus","short","94","Nephrops norvegicus","species","Nephrops",55554,49345,6209,0.0227089708487679,0.00253807106598985
"797","coi_NS","575_1",754,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",55554,49345,6209,0.121436624255114,0.0135723800266407
"798","coi_NS","575_1",1,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","minutus","short","94","Trisopterus minutus","species","Nephrops",55554,49345,6209,0.000161056530842326,1.80005040141124e-05
"799","coi_NS","575_1",25,"Chordata","Actinopteri","Gadiformes","Gaidropsaridae","Enchelyopus","Enchelyopus","cimbrius","short","94","Enchelyopus cimbrius","species","Nephrops",55554,49345,6209,0.00402641327105814,0.00045001260035281
"800","coi_NS","575_1",15,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",55554,49345,6209,0.00241584796263489,0.000270007560211686
"801","coi_NS","575_1",67,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",55554,49345,6209,0.0107907875664358,0.00120603376894553
"802","coi_NS","575_1",10,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","Amblyraja","radiata","short","94","Amblyraja radiata","species","Nephrops",55554,49345,6209,0.00161056530842326,0.000180005040141124
"803","coi_NS","575_1",15,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","esmarkii","short","94","Trisopterus esmarkii","species","Nephrops",55554,49345,6209,0.00241584796263489,0.000270007560211686
"804","coi_NS","575_1",7,"Chordata","Actinopteri","Perciformes","Cyclopteridae","Cyclopterus","Cyclopterus","lumpus","short","94","Cyclopterus lumpus","species","Nephrops",55554,49345,6209,0.00112739571589628,0.000126003528098787
"805","coi_NS","575_1",2,"Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea","harengus","short","94","Clupea harengus","species","Nephrops",55554,49345,6209,0.000322113061684651,3.60010080282248e-05
"806","coi_NS","575_1",134,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Nephrops",55554,49345,6209,0.0215815751328716,0.00241206753789106
"807","coi_NS","575_1",14,"Chordata","Actinopteri","Perciformes","Triglidae","Eutrigla","Eutrigla","gurnardus","short","94","Eutrigla gurnardus","species","Nephrops",55554,49345,6209,0.00225479143179256,0.000252007056197574
"808","coi_NS","575_1",24,"Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus","maculatus","short","94","Callionymus maculatus","species","Nephrops",55554,49345,6209,0.00386535674021582,0.000432012096338698
"809","coi_NS","575_1",11,"Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus","canicula","short","94","Scyliorhinus canicula","species","Nephrops",55554,49345,6209,0.00177162183926558,0.000198005544155236
"810","coi_NS","575_1",6,"Chordata","Actinopteri","Gobiiformes","Gobiidae","Lesueurigobius","Lesueurigobius","friesii","short","94","Lesueurigobius friesii","species","Nephrops",55554,49345,6209,0.000966339185053954,0.000108003024084674
"811","coi_NS","575_1",23,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","pollachius","short","94","Pollachius pollachius","species","Nephrops",55554,49345,6209,0.00370430020937349,0.000414011592324585
"812","coi_NS","575_1",9,"Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus","lyra","short","94","Callionymus lyra","species","Nephrops",55554,49345,6209,0.00144950877758093,0.000162004536127012
"813","coi_NS","575_1",15,"Chordata","Actinopteri","Pleuronectiformes","Soleidae","Solea","Solea","solea","short","94","Solea solea","species","Nephrops",55554,49345,6209,0.00241584796263489,0.000270007560211686
"814","coi_NS","575_1",1,"Chordata","Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus","laterna","short","94","Arnoglossus laterna","species","Nephrops",55554,49345,6209,0.000161056530842326,1.80005040141124e-05
"815","coi_NS","549_1",333,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Nephrops",49260,40538,8722,0.0381793166704884,0.00676004872107186
"816","coi_NS","549_1",3599,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Nephrops",49260,40538,8722,0.412634716808072,0.0730613073487617
"817","coi_NS","549_1",762,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",49260,40538,8722,0.0873652831919285,0.015468940316687
"818","coi_NS","549_1",111,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Nephrops",49260,40538,8722,0.0127264388901628,0.00225334957369062
"819","coi_NS","549_1",118,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Nephrops",49260,40538,8722,0.0135290071084614,0.0023954526999594
"820","coi_NS","549_1",1003,"Chordata","Actinopteri","Perciformes","Zoarcidae","Lycodes","Lycodes","vahlii","short","94","Lycodes vahlii","species","Nephrops",49260,40538,8722,0.114996560421922,0.0203613479496549
"821","coi_NS","549_1",457,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","Limanda","limanda","short","94","Limanda limanda","species","Nephrops",49260,40538,8722,0.0523962393946343,0.00927730410069021
"822","coi_NS","549_1",264,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja","clavata","short","94","Raja clavata","species","Nephrops",49260,40538,8722,0.0302682870901169,0.00535931790499391
"823","coi_NS","549_1",444,"Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops","norvegicus","short","94","Nephrops norvegicus","species","Nephrops",49260,40538,8722,0.0509057555606512,0.00901339829476248
"824","coi_NS","549_1",832,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",49260,40538,8722,0.095390965374914,0.0168899715793747
"825","coi_NS","549_1",126,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","minutus","short","94","Trisopterus minutus","species","Nephrops",49260,40538,8722,0.014446227929374,0.002557856272838
"826","coi_NS","549_1",51,"Chordata","Actinopteri","Gadiformes","Gaidropsaridae","Enchelyopus","Enchelyopus","cimbrius","short","94","Enchelyopus cimbrius","species","Nephrops",49260,40538,8722,0.00584728273331805,0.0010353227771011
"827","coi_NS","549_1",19,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",49260,40538,8722,0.00217839944966751,0.000385708485586683
"828","coi_NS","549_1",4,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",49260,40538,8722,0.000458610410456317,8.12017864393017e-05
"829","coi_NS","549_1",44,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","esmarkii","short","94","Trisopterus esmarkii","species","Nephrops",49260,40538,8722,0.00504471451501949,0.000893219650832318
"830","coi_NS","549_1",82,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Nephrops",49260,40538,8722,0.00940151341435451,0.00166463662200568
"831","coi_NS","549_1",11,"Chordata","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus","surmuletus","short","94","Mullus surmuletus","species","Nephrops",49260,40538,8722,0.00126117862875487,0.00022330491270808
"832","coi_NS","549_1",170,"Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus","maculatus","short","94","Callionymus maculatus","species","Nephrops",49260,40538,8722,0.0194909424443935,0.00345107592367032
"833","coi_NS","549_1",58,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","Leucoraja","naevus","short","94","Leucoraja naevus","species","Nephrops",49260,40538,8722,0.0066498509516166,0.00117742590336987
"834","coi_NS","549_1",141,"Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus","canicula","short","94","Scyliorhinus canicula","species","Nephrops",49260,40538,8722,0.0161660169685852,0.00286236297198538
"835","coi_NS","549_1",68,"Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus","rhombus","short","94","Scophthalmus rhombus","species","Nephrops",49260,40538,8722,0.00779637697775739,0.00138043036946813
"836","coi_NS","549_1",16,"Chordata","Actinopteri","Gobiiformes","Gobiidae","Lesueurigobius","Lesueurigobius","friesii","short","94","Lesueurigobius friesii","species","Nephrops",49260,40538,8722,0.00183444164182527,0.000324807145757207
"837","coi_NS","549_1",7,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","pollachius","short","94","Pollachius pollachius","species","Nephrops",49260,40538,8722,0.000802568218298555,0.000142103126268778
"838","coi_NS","549_1",1,"Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus","trachurus","short","94","Trachurus trachurus","species","Nephrops",49260,40538,8722,0.000114652602614079,2.03004466098254e-05
"839","coi_NS","549_1",1,"Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus","stellaris","short","94","Scyliorhinus stellaris","species","Nephrops",49260,40538,8722,0.000114652602614079,2.03004466098254e-05
"840","coi_NS","538_3",166,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",65994,63400,2594,0.063993831919815,0.00251538018607752
"841","coi_NS","538_3",191,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",65994,63400,2594,0.0736314572089437,0.00289420250325787
"842","coi_NS","538_3",77,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",65994,63400,2594,0.0296838858905166,0.00116677273691548
"843","coi_NS","538_3",539,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Roundfish",65994,63400,2594,0.207787201233616,0.00816740915840834
